<<<<<<< HEAD
InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Month,Day,Year,Hour,Revenue,Discount,ProductCategory,Region,Weekday,ReturnFlag,OrderType,PaymentMode,CalculatedRevenue
102079,2132,Keyboard,8,472,49141,Usa,3,28,2025,15,1697,5,Electronics,West,Friday,0,Online,Upi,3771
102080,8444,Keyboard,5,470,58240,Usa,3,28,2025,16,13259,15,Accessories,West,Friday,0,Online,Cash,2335
102081,1825,Keyboard,9,4810,58823,India,3,28,2025,17,9342,10,Electronics,East,Friday,0,Online,Upi,43280
102082,3923,Monitor,3,2572,66035,Uk,3,28,2025,18,11036,5,Accessories,East,Friday,0,Store,Upi,7711
102083,7006,Laptop,3,2506,47183,Germany,3,28,2025,19,15785,5,Electronics,West,Friday,0,Online,Card,7513
102084,2181,Monitor,1,3829,83317,India,3,28,2025,20,4590,5,Accessories,East,Friday,1,Online,Card,3824
102085,6899,Monitor,7,1033,88839,Usa,3,28,2025,21,582,15,Accessories,West,Friday,0,Store,Upi,7216
102086,7596,Phone,1,254,53539,Usa,3,28,2025,22,4807,0,Accessories,East,Friday,0,Online,Card,254
102087,6965,Phone,3,1427,25201,Usa,3,28,2025,23,16170,0,Accessories,South,Friday,0,Store,Cash,4281
102088,3744,Monitor,9,1121,35100,Usa,3,29,2025,0,12032,5,Electronics,North,Saturday,0,Store,Upi,10084
102089,1177,Keyboard,6,4010,79439,Germany,3,29,2025,1,18543,15,Electronics,East,Saturday,0,Store,Card,24045
102090,8985,Keyboard,6,4110,33096,Uk,3,29,2025,2,16771,10,Electronics,North,Saturday,0,Online,Cash,24650
102091,3938,Mouse,8,3206,80027,Uk,3,29,2025,3,3463,15,Electronics,East,Saturday,0,Store,Cash,25633
102092,8244,Phone,7,4558,69591,Uk,3,29,2025,4,1627,10,Accessories,East,Saturday,0,Online,Cash,31896
102093,2780,Mouse,8,2376,50322,India,3,29,2025,5,916,5,Electronics,North,Saturday,0,Online,Cash,19003
102094,2461,Keyboard,6,1277,21381,Usa,3,29,2025,6,4187,0,Electronics,South,Saturday,0,Online,Cash,7662
102095,8002,Laptop,5,1724,58552,Usa,3,29,2025,7,9847,15,Accessories,East,Saturday,0,Online,Cash,8605
102096,9456,Mouse,2,794,72350,Usa,3,29,2025,8,821,10,Accessories,East,Saturday,0,Store,Cash,1578
102097,8744,Mouse,4,4513,23820,Uk,3,29,2025,9,17436,0,Accessories,North,Saturday,0,Online,Upi,18052
102098,7760,Keyboard,7,3060,84246,Germany,3,29,2025,10,9829,15,Accessories,East,Saturday,0,Online,Card,21405
102099,3219,Keyboard,3,3885,27563,Germany,3,29,2025,11,14868,10,Electronics,North,Saturday,1,Online,Cash,11645
102100,9217,Monitor,7,1479,47131,Uk,3,29,2025,12,17519,10,Electronics,South,Saturday,0,Online,Cash,10343
102101,7009,Keyboard,2,3618,57849,Germany,3,29,2025,13,1176,5,Accessories,South,Saturday,0,Online,Upi,7231
102102,2549,Laptop,1,1719,76511,Usa,3,29,2025,14,8960,5,Accessories,North,Saturday,0,Store,Cash,1714
102103,2164,Keyboard,4,2285,30221,Germany,3,29,2025,15,13628,5,Accessories,South,Saturday,0,Store,Upi,9135
102104,8839,Laptop,3,3293,40226,Germany,3,29,2025,16,19937,0,Accessories,South,Saturday,0,Online,Upi,9879
102105,3476,Phone,8,4907,82581,Uk,3,29,2025,17,16446,5,Accessories,West,Saturday,0,Store,Upi,39251
102106,7892,Monitor,4,2835,39663,Germany,3,29,2025,18,4730,0,Electronics,South,Saturday,0,Store,Card,11340
102107,2247,Mouse,4,3579,65459,India,3,29,2025,19,5785,10,Accessories,East,Saturday,0,Store,Card,14306
102108,3524,Mouse,4,3014,45802,Uk,3,29,2025,20,16088,0,Accessories,South,Saturday,0,Online,Cash,12056
102109,3551,Laptop,3,2175,15092,Uk,3,29,2025,21,13241,10,Electronics,South,Saturday,0,Online,Card,6515
102110,3529,Mouse,9,4669,56302,Germany,3,29,2025,22,5367,5,Electronics,North,Saturday,0,Online,Upi,42016
102111,7071,Laptop,7,4806,42208,India,3,29,2025,23,10132,5,Electronics,North,Saturday,0,Store,Upi,33637
102112,9228,Phone,2,1621,33845,Germany,3,30,2025,0,18614,0,Accessories,South,Sunday,0,Store,Card,3242
102113,9192,Laptop,2,4489,87257,Usa,3,30,2025,1,4509,5,Accessories,South,Sunday,0,Store,Cash,8973
102114,7673,Monitor,1,2310,79682,Usa,3,30,2025,2,6930,0,Accessories,West,Sunday,0,Store,Cash,2310
102115,2822,Keyboard,3,3725,34969,India,3,30,2025,3,18079,0,Electronics,East,Sunday,0,Online,Cash,11175
102116,9644,Mouse,6,2633,57147,Germany,3,30,2025,4,13621,5,Electronics,North,Sunday,0,Store,Cash,15793
102117,5878,Phone,9,3858,74773,Usa,3,30,2025,5,4848,10,Electronics,West,Sunday,0,Online,Cash,34712
102118,5913,Laptop,5,4370,14793,Germany,3,30,2025,6,6096,5,Accessories,South,Sunday,0,Store,Card,21845
102119,7311,Phone,1,2175,18441,Germany,3,30,2025,7,16889,0,Accessories,East,Sunday,0,Store,Card,2175
102120,7921,Monitor,1,3533,58594,Uk,3,30,2025,8,5965,10,Electronics,North,Sunday,0,Store,Cash,3523
102121,9575,Monitor,4,2586,93747,Germany,3,30,2025,9,14182,5,Accessories,North,Sunday,0,Store,Card,10339
102122,6240,Phone,3,4015,93472,Usa,3,30,2025,10,10167,10,Accessories,North,Sunday,0,Online,Card,12035
102123,6489,Keyboard,6,1038,50440,Germany,3,30,2025,11,4807,15,Accessories,South,Sunday,1,Store,Card,6213
102124,7709,Mouse,2,3672,73360,Germany,3,30,2025,12,7680,0,Electronics,West,Sunday,0,Store,Cash,7344
102125,3295,Laptop,3,3017,54240,Uk,3,30,2025,13,14370,15,Accessories,West,Sunday,0,Online,Card,9036
102126,3769,Phone,6,2311,91419,Uk,3,30,2025,14,16141,15,Electronics,West,Sunday,0,Online,Card,13851
102127,6628,Keyboard,3,1912,61284,Germany,3,30,2025,15,1007,10,Electronics,West,Sunday,0,Store,Upi,5726
102128,1577,Phone,4,3538,90216,Germany,3,30,2025,16,18159,0,Accessories,West,Sunday,0,Online,Card,14152
102129,3884,Mouse,2,1802,42708,Germany,3,30,2025,17,5107,0,Accessories,East,Sunday,0,Store,Cash,3604
102130,7461,Phone,1,261,93795,India,3,30,2025,18,13151,0,Accessories,South,Sunday,0,Online,Cash,261
102131,9784,Phone,4,4746,75274,India,3,30,2025,19,6065,10,Accessories,South,Sunday,0,Online,Card,18974
102132,5674,Mouse,3,2294,79089,Usa,3,30,2025,20,5719,10,Accessories,East,Sunday,0,Online,Card,6872
102133,4596,Keyboard,9,907,11312,Germany,3,30,2025,21,17839,5,Electronics,North,Sunday,0,Store,Card,8158
102134,4962,Monitor,9,1205,82573,Germany,3,30,2025,22,14168,5,Accessories,North,Sunday,0,Online,Card,10840
102135,7168,Mouse,4,4166,24598,Usa,3,30,2025,23,18350,0,Electronics,South,Sunday,0,Online,Upi,16664
102136,5899,Laptop,3,1724,94257,Usa,3,31,2025,0,906,15,Accessories,East,Monday,0,Store,Cash,5157
102137,1209,Mouse,4,1479,26993,India,3,31,2025,1,5784,15,Accessories,South,Monday,0,Online,Card,5901
102138,5852,Keyboard,6,2487,84337,Germany,3,31,2025,2,1447,0,Electronics,West,Monday,0,Store,Cash,14922
102139,4600,Laptop,4,240,67179,Usa,3,31,2025,3,9755,5,Electronics,East,Monday,0,Online,Upi,955
102140,7306,Mouse,7,2845,45330,Germany,3,31,2025,4,9502,15,Accessories,South,Monday,0,Store,Upi,19900
102141,8875,Phone,9,298,90153,Usa,3,31,2025,5,19641,5,Electronics,North,Monday,0,Online,Cash,2677
102142,9661,Laptop,4,4194,44939,Uk,3,31,2025,6,5003,10,Accessories,South,Monday,0,Online,Upi,16766
102143,6491,Laptop,2,2202,15727,Uk,3,31,2025,7,13486,10,Electronics,West,Monday,0,Store,Cash,4394
102144,4262,Keyboard,2,1169,16806,Uk,3,31,2025,8,19889,10,Electronics,North,Monday,0,Store,Upi,2328
102145,4995,Laptop,8,2326,86720,India,3,31,2025,9,1859,15,Accessories,East,Monday,0,Online,Cash,18593
102146,2587,Laptop,4,960,44602,Usa,3,31,2025,10,9181,5,Electronics,East,Monday,0,Store,Cash,3835
102147,9422,Laptop,3,1669,83755,Uk,3,31,2025,11,8132,15,Accessories,West,Monday,0,Online,Cash,4992
102148,8624,Laptop,6,740,11804,India,3,31,2025,12,1012,5,Electronics,West,Monday,0,Store,Card,4435
102149,8685,Phone,9,3377,16896,Usa,3,31,2025,13,8718,0,Accessories,West,Monday,0,Store,Cash,30393
102150,3952,Laptop,4,4883,98926,Germany,3,31,2025,14,5444,0,Electronics,South,Monday,1,Store,Card,19532
102151,3899,Keyboard,3,2478,22890,Germany,3,31,2025,15,6474,10,Electronics,South,Monday,0,Online,Upi,7424
102152,8708,Monitor,8,583,71888,Uk,3,31,2025,16,4646,10,Accessories,South,Monday,0,Online,Card,4654
102153,5900,Monitor,1,463,41503,Germany,3,31,2025,17,10638,15,Electronics,East,Monday,0,Online,Card,448
102154,7341,Monitor,8,4177,55005,India,3,31,2025,18,8269,0,Electronics,North,Monday,1,Online,Upi,33416
102155,5407,Mouse,5,1805,20320,Germany,3,31,2025,19,14852,10,Accessories,West,Monday,0,Store,Card,9015
102156,4984,Phone,1,1550,34013,Uk,3,31,2025,20,7391,0,Electronics,East,Monday,0,Store,Upi,1550
102157,6689,Laptop,3,599,78244,Germany,3,31,2025,21,13984,0,Electronics,North,Monday,0,Store,Cash,1797
102158,8316,Laptop,7,3352,58206,Uk,3,31,2025,22,10784,10,Electronics,North,Monday,0,Store,Upi,23454
102159,4006,Phone,7,408,55365,India,3,31,2025,23,7355,10,Accessories,North,Monday,0,Store,Card,2846
102160,8281,Laptop,2,4530,95036,Germany,4,1,2025,0,16558,10,Electronics,South,Tuesday,0,Online,Card,9050
102161,3197,Laptop,6,1120,46968,India,4,1,2025,1,14864,15,Accessories,South,Tuesday,0,Store,Upi,6705
102162,4625,Laptop,9,438,82329,India,4,1,2025,2,10755,15,Electronics,North,Tuesday,1,Online,Card,3927
102163,9213,Laptop,7,3532,75244,Uk,4,1,2025,3,10914,0,Accessories,South,Tuesday,0,Store,Upi,24724
102164,9589,Laptop,7,1835,51466,India,4,1,2025,4,15392,0,Accessories,North,Tuesday,0,Online,Cash,12845
102165,9313,Keyboard,2,3510,36360,Germany,4,1,2025,5,15505,10,Electronics,East,Tuesday,0,Online,Cash,7010
102166,3844,Monitor,6,294,41865,Usa,4,1,2025,6,14389,15,Electronics,South,Tuesday,0,Online,Upi,1749
102167,8589,Laptop,7,4320,88436,India,4,1,2025,7,2720,10,Electronics,South,Tuesday,0,Online,Upi,30230
102168,9423,Phone,1,1617,37526,India,4,1,2025,8,4985,0,Electronics,South,Tuesday,0,Store,Card,1617
102169,9802,Laptop,3,3806,68856,Usa,4,1,2025,9,8392,10,Accessories,South,Tuesday,0,Store,Upi,11408
102170,1188,Monitor,8,4684,21206,Germany,4,1,2025,10,11718,5,Electronics,West,Tuesday,0,Online,Upi,37467
102171,7704,Phone,9,2723,41185,Germany,4,1,2025,11,8195,0,Accessories,East,Tuesday,0,Online,Cash,24507
102172,9969,Keyboard,2,1736,94104,Uk,4,1,2025,12,16658,10,Electronics,North,Tuesday,0,Online,Card,3462
102173,7881,Keyboard,7,1631,58588,India,4,1,2025,13,7360,5,Electronics,West,Tuesday,0,Online,Cash,11412
102174,3098,Laptop,5,3463,84019,Germany,4,1,2025,14,11110,15,Electronics,South,Tuesday,0,Store,Upi,17300
102175,7862,Mouse,6,128,33350,India,4,1,2025,15,14111,10,Accessories,North,Tuesday,0,Online,Card,758
102176,1947,Phone,5,819,78508,Usa,4,1,2025,16,7861,5,Accessories,East,Tuesday,0,Store,Cash,4090
102177,5324,Mouse,8,3270,98647,Germany,4,1,2025,17,11364,0,Accessories,West,Tuesday,0,Online,Upi,26160
102178,6635,Laptop,5,225,93259,Uk,4,1,2025,18,14671,5,Electronics,North,Tuesday,0,Store,Cash,1120
102179,5107,Monitor,6,1519,49203,Uk,4,1,2025,19,8024,5,Electronics,West,Tuesday,0,Online,Card,9109
102180,7297,Monitor,7,3273,71361,Germany,4,1,2025,20,19431,10,Accessories,East,Tuesday,0,Online,Upi,22901
102181,3161,Laptop,5,1325,90708,India,4,1,2025,21,10957,5,Accessories,South,Tuesday,0,Online,Upi,6620
102182,6455,Laptop,8,4660,83231,Germany,4,1,2025,22,15836,0,Accessories,West,Tuesday,0,Store,Cash,37280
102183,6802,Laptop,3,4876,98020,Usa,4,1,2025,23,14235,0,Accessories,East,Tuesday,0,Store,Upi,14628
102184,6703,Laptop,9,264,12815,Uk,4,2,2025,0,16378,5,Accessories,West,Wednesday,0,Online,Upi,2371
102185,3603,Monitor,7,953,58220,Usa,4,2,2025,1,13664,10,Electronics,North,Wednesday,0,Store,Card,6661
102186,3748,Laptop,9,4546,81239,Uk,4,2,2025,2,11006,5,Accessories,East,Wednesday,0,Online,Upi,40909
102187,3320,Monitor,4,258,75698,Germany,4,2,2025,3,15333,15,Electronics,East,Wednesday,0,Store,Cash,1017
102188,5155,Laptop,5,2484,23821,Germany,4,2,2025,4,9598,0,Accessories,North,Wednesday,0,Online,Cash,12420
102189,6273,Phone,1,4752,61501,Usa,4,2,2025,5,17103,5,Electronics,West,Wednesday,0,Store,Upi,4747
102190,4262,Monitor,9,2983,24880,India,4,2,2025,6,10284,5,Accessories,South,Wednesday,0,Online,Cash,26842
102191,4689,Mouse,8,1599,18240,Uk,4,2,2025,7,14918,5,Electronics,North,Wednesday,0,Store,Card,12787
102192,3577,Keyboard,3,131,20038,Usa,4,2,2025,8,4530,15,Accessories,South,Wednesday,0,Online,Cash,378
102193,2969,Laptop,1,2027,95716,Usa,4,2,2025,9,4012,5,Accessories,West,Wednesday,0,Store,Upi,2022
102194,6916,Laptop,7,2755,34485,Germany,4,2,2025,10,11513,0,Electronics,West,Wednesday,0,Store,Cash,19285
102195,8343,Keyboard,7,496,51096,Germany,4,2,2025,11,17008,10,Electronics,North,Wednesday,0,Online,Upi,3462
102196,3616,Laptop,5,2688,33073,Uk,4,2,2025,12,14812,10,Electronics,South,Wednesday,1,Store,Cash,13430
102197,8744,Monitor,2,2079,90464,Uk,4,2,2025,13,6974,5,Electronics,West,Wednesday,0,Store,Upi,4153
102198,6138,Mouse,9,1696,89999,Uk,4,2,2025,14,17190,5,Accessories,North,Wednesday,0,Online,Upi,15259
102199,2509,Laptop,4,4863,69003,India,4,2,2025,15,13486,15,Accessories,East,Wednesday,0,Online,Upi,19437
102200,4293,Keyboard,7,4479,84576,Uk,4,2,2025,16,11349,5,Electronics,East,Wednesday,0,Online,Upi,31348
102201,1067,Keyboard,8,3500,19467,India,4,2,2025,17,19823,10,Electronics,South,Wednesday,0,Store,Upi,27990
102202,1352,Monitor,5,2995,99994,Usa,4,2,2025,18,15693,15,Accessories,South,Wednesday,1,Online,Card,14960
102203,4024,Laptop,1,2421,47534,Usa,4,2,2025,19,6245,5,Accessories,West,Wednesday,0,Online,Upi,2416
102204,5089,Keyboard,8,444,46044,Uk,4,2,2025,20,1767,10,Accessories,South,Wednesday,0,Store,Card,3542
102205,8176,Phone,7,1606,27626,Germany,4,2,2025,21,5769,5,Accessories,East,Wednesday,1,Online,Upi,11237
102206,2208,Mouse,9,151,88934,Uk,4,2,2025,22,3945,10,Accessories,West,Wednesday,0,Online,Cash,1349
102207,8551,Phone,6,1893,25287,Germany,4,2,2025,23,4052,10,Accessories,North,Wednesday,0,Store,Card,11348
102208,3110,Monitor,9,2420,87210,Uk,4,3,2025,0,10691,15,Electronics,West,Thursday,0,Store,Card,21765
102209,2244,Keyboard,8,3095,74357,India,4,3,2025,1,19689,5,Electronics,West,Thursday,0,Online,Upi,24755
102210,7298,Phone,2,1839,79480,Germany,4,3,2025,2,13156,0,Electronics,North,Thursday,1,Store,Card,3678
102211,7968,Phone,2,1346,12701,Usa,4,3,2025,3,8825,5,Electronics,North,Thursday,0,Online,Upi,2687
102212,6443,Mouse,2,3579,76462,India,4,3,2025,4,5340,10,Accessories,East,Thursday,0,Online,Card,7148
102213,2041,Phone,8,844,96951,Germany,4,3,2025,5,15785,5,Accessories,West,Thursday,0,Online,Cash,6747
102214,2037,Laptop,3,714,45490,Germany,4,3,2025,6,11199,15,Accessories,West,Thursday,0,Store,Card,2127
102215,4510,Laptop,5,3511,50492,India,4,3,2025,7,1460,10,Electronics,North,Thursday,0,Online,Cash,17545
102216,5054,Laptop,8,2970,20084,Germany,4,3,2025,8,9589,15,Accessories,East,Thursday,1,Store,Upi,23745
102217,9986,Mouse,4,4360,54077,Uk,4,3,2025,9,4018,10,Accessories,South,Thursday,0,Store,Card,17430
102218,3577,Phone,1,3720,70613,India,4,3,2025,10,10211,5,Accessories,East,Thursday,0,Online,Upi,3715
102219,2733,Monitor,4,4517,36948,India,4,3,2025,11,1732,15,Electronics,East,Thursday,0,Store,Cash,18053
102220,9512,Monitor,1,3355,76719,Usa,4,3,2025,12,4663,0,Accessories,East,Thursday,0,Online,Cash,3355
102221,2385,Laptop,4,4222,17705,Germany,4,3,2025,13,16404,5,Accessories,East,Thursday,0,Store,Upi,16883
102222,1237,Keyboard,7,928,70669,Germany,4,3,2025,14,3795,15,Accessories,North,Thursday,0,Online,Cash,6481
102223,4804,Mouse,5,2699,62941,Uk,4,3,2025,15,2577,15,Electronics,East,Thursday,0,Online,Cash,13480
102224,4609,Keyboard,7,4728,30672,Uk,4,3,2025,16,4806,5,Accessories,North,Thursday,0,Store,Card,33091
102225,6576,Mouse,1,3965,41027,Usa,4,3,2025,17,18501,10,Electronics,South,Thursday,0,Online,Card,3955
102226,8898,Mouse,7,2075,31593,India,4,3,2025,18,18986,5,Electronics,East,Thursday,0,Store,Cash,14520
102227,9395,Phone,4,4639,66165,Usa,4,3,2025,19,13443,10,Electronics,East,Thursday,1,Store,Card,18546
102228,3606,Keyboard,3,1631,67310,Uk,4,3,2025,20,15719,5,Electronics,West,Thursday,0,Store,Card,4888
102229,9826,Keyboard,6,214,60018,India,4,3,2025,21,18235,10,Accessories,North,Thursday,0,Online,Upi,1274
102230,6693,Laptop,2,4003,27461,Usa,4,3,2025,22,6269,10,Electronics,East,Thursday,0,Online,Card,7996
102231,1626,Monitor,5,2119,29521,Germany,4,3,2025,23,8472,15,Electronics,West,Thursday,1,Online,Upi,10580
102232,9445,Keyboard,4,268,82978,Germany,4,4,2025,0,1042,0,Electronics,South,Friday,0,Store,Upi,1072
102233,2241,Mouse,2,1100,51548,Usa,4,4,2025,1,10750,10,Electronics,North,Friday,0,Online,Card,2190
102234,6296,Monitor,9,452,49204,Uk,4,4,2025,2,18553,0,Accessories,West,Friday,0,Online,Upi,4068
102235,8115,Laptop,4,4984,37725,Germany,4,4,2025,3,1037,0,Accessories,West,Friday,0,Online,Upi,19936
102236,3244,Keyboard,1,4253,93701,Germany,4,4,2025,4,14374,10,Accessories,East,Friday,0,Store,Upi,4243
102237,3435,Phone,4,4654,31574,Uk,4,4,2025,5,9585,5,Accessories,East,Friday,0,Store,Cash,18611
102238,5285,Keyboard,9,991,79193,India,4,4,2025,6,19317,10,Accessories,South,Friday,0,Online,Card,8909
102239,8962,Laptop,7,4030,79272,Germany,4,4,2025,7,12018,15,Accessories,West,Friday,1,Store,Upi,28195
102240,3012,Mouse,6,2862,31907,Uk,4,4,2025,8,8403,0,Electronics,West,Friday,0,Store,Upi,17172
102241,6970,Laptop,9,1549,11071,Usa,4,4,2025,9,2461,5,Electronics,South,Friday,0,Online,Card,13936
102242,5072,Keyboard,1,3377,32491,Usa,4,4,2025,10,11437,0,Accessories,South,Friday,0,Online,Upi,3377
102243,2006,Mouse,5,4765,34199,Germany,4,4,2025,11,19634,15,Electronics,West,Friday,0,Online,Card,23810
102244,7397,Laptop,3,2356,77048,India,4,4,2025,12,750,15,Electronics,North,Friday,0,Online,Card,7053
102245,8491,Monitor,7,243,57797,Usa,4,4,2025,13,585,15,Electronics,East,Friday,0,Store,Cash,1686
102246,6180,Laptop,8,4227,48736,Uk,4,4,2025,14,17861,15,Electronics,North,Friday,0,Store,Upi,33801
102247,2587,Mouse,1,1021,52852,Germany,4,4,2025,15,5715,5,Accessories,West,Friday,0,Online,Upi,1016
102248,2401,Phone,2,994,95739,Usa,4,4,2025,16,12352,5,Accessories,North,Friday,0,Store,Card,1983
102249,4811,Laptop,9,3122,94613,Uk,4,4,2025,17,12504,15,Electronics,North,Friday,0,Store,Card,28083
102250,5557,Mouse,5,4014,12303,Germany,4,4,2025,18,9861,10,Accessories,South,Friday,0,Store,Card,20060
102251,5969,Mouse,3,3985,85928,India,4,4,2025,19,10203,5,Electronics,West,Friday,0,Store,Card,11950
102252,3192,Keyboard,2,4352,42511,India,4,4,2025,20,13915,0,Accessories,North,Friday,0,Online,Card,8704
102253,5506,Mouse,4,4429,77643,Uk,4,4,2025,21,5164,0,Electronics,East,Friday,0,Online,Upi,17716
102254,3655,Phone,1,728,98642,India,4,4,2025,22,4004,0,Electronics,South,Friday,0,Store,Cash,728
102255,7174,Laptop,3,1572,56266,Germany,4,4,2025,23,19741,10,Accessories,West,Friday,0,Store,Card,4706
102256,8167,Phone,2,3628,66165,Uk,4,5,2025,0,668,5,Accessories,South,Saturday,0,Online,Upi,7251
102257,6873,Keyboard,1,2014,48601,India,4,5,2025,1,4183,15,Electronics,South,Saturday,0,Store,Upi,1999
102258,1011,Laptop,9,3608,16727,Usa,4,5,2025,2,14723,15,Accessories,North,Saturday,0,Online,Upi,32457
102259,9927,Laptop,8,2328,13291,Germany,4,5,2025,3,11582,5,Accessories,South,Saturday,0,Online,Cash,18619
102260,1213,Laptop,9,2311,42425,Usa,4,5,2025,4,6783,5,Accessories,North,Saturday,0,Online,Card,20794
102261,9993,Mouse,3,232,83949,India,4,5,2025,5,2759,0,Electronics,West,Saturday,0,Store,Cash,696
102262,1285,Mouse,3,3080,40730,Germany,4,5,2025,6,7654,5,Accessories,South,Saturday,0,Online,Card,9235
102263,5647,Monitor,3,4333,48763,Usa,4,5,2025,7,1594,10,Accessories,South,Saturday,0,Online,Upi,12989
102264,1953,Mouse,6,4111,57810,Uk,4,5,2025,8,11295,15,Accessories,North,Saturday,1,Online,Cash,24651
102265,1856,Monitor,2,1755,38886,Usa,4,5,2025,9,10013,10,Accessories,East,Saturday,0,Online,Cash,3500
102266,7149,Mouse,3,3416,54093,Uk,4,5,2025,10,18435,15,Accessories,East,Saturday,0,Online,Cash,10233
102267,7549,Mouse,9,1076,64596,Uk,4,5,2025,11,16191,10,Electronics,South,Saturday,0,Store,Upi,9674
102268,2064,Mouse,4,3204,86604,Germany,4,5,2025,12,9660,10,Electronics,South,Saturday,0,Online,Upi,12806
102269,9789,Mouse,8,2105,77871,Germany,4,5,2025,13,10860,5,Accessories,West,Saturday,0,Online,Cash,16835
102270,3883,Phone,3,4640,83593,India,4,5,2025,14,13941,5,Electronics,North,Saturday,0,Online,Cash,13915
102271,3864,Mouse,9,3581,57074,Germany,4,5,2025,15,6225,5,Accessories,East,Saturday,0,Online,Upi,32224
102272,3672,Mouse,7,459,72876,India,4,5,2025,16,12218,15,Accessories,West,Saturday,0,Online,Card,3198
102273,5150,Phone,8,4367,23462,Germany,4,5,2025,17,826,10,Electronics,South,Saturday,0,Online,Card,34926
102274,2600,Monitor,5,3648,23292,Uk,4,5,2025,18,18806,0,Electronics,North,Saturday,0,Store,Card,18240
102275,4822,Laptop,9,1155,92947,India,4,5,2025,19,18840,0,Accessories,West,Saturday,0,Store,Cash,10395
102276,2889,Phone,4,1484,64366,Germany,4,5,2025,20,17846,0,Electronics,West,Saturday,0,Online,Card,5936
102277,1462,Laptop,5,945,20156,Uk,4,5,2025,21,4631,15,Accessories,North,Saturday,0,Online,Upi,4710
102278,4318,Laptop,1,1619,46708,India,4,5,2025,22,15870,0,Electronics,South,Saturday,0,Online,Card,1619
102279,7049,Keyboard,2,4724,97260,Usa,4,5,2025,23,11704,0,Accessories,North,Saturday,0,Store,Cash,9448
102280,7867,Monitor,7,4520,11895,Usa,4,6,2025,0,19675,5,Electronics,West,Sunday,0,Online,Upi,31635
102281,4179,Laptop,3,2799,49822,India,4,6,2025,1,802,5,Accessories,West,Sunday,0,Store,Cash,8392
102282,3913,Monitor,1,1874,85320,India,4,6,2025,2,8247,15,Electronics,West,Sunday,0,Store,Card,1859
102283,8086,Laptop,3,1892,95195,India,4,6,2025,3,2395,15,Accessories,South,Sunday,0,Store,Card,5661
102284,7130,Monitor,4,4789,43178,Germany,4,6,2025,4,18948,0,Accessories,East,Sunday,0,Store,Upi,19156
102285,8488,Laptop,7,1076,92317,India,4,6,2025,5,3818,10,Electronics,North,Sunday,0,Store,Upi,7522
102286,9154,Keyboard,1,3811,74442,India,4,6,2025,6,1255,15,Accessories,North,Sunday,0,Online,Card,3796
102287,8390,Monitor,1,4976,46563,Germany,4,6,2025,7,2690,15,Accessories,East,Sunday,0,Store,Card,4961
102288,9427,Mouse,7,4290,80153,Uk,4,6,2025,8,19319,5,Electronics,West,Sunday,0,Online,Upi,30025
102289,4749,Monitor,2,3624,82001,India,4,6,2025,9,10849,0,Electronics,South,Sunday,0,Online,Card,7248
102290,4551,Monitor,4,4509,34756,Uk,4,6,2025,10,2599,15,Electronics,South,Sunday,0,Store,Cash,18021
102291,3893,Monitor,7,1167,18079,Germany,4,6,2025,11,8242,5,Accessories,West,Sunday,0,Store,Card,8164
102292,3116,Mouse,5,4920,80274,India,4,6,2025,12,8800,0,Accessories,South,Sunday,0,Store,Cash,24600
102293,7738,Monitor,2,547,17446,India,4,6,2025,13,16125,10,Electronics,West,Sunday,0,Online,Card,1084
102294,7429,Monitor,7,167,80060,Usa,4,6,2025,14,4782,15,Electronics,East,Sunday,0,Online,Upi,1154
102295,8211,Mouse,1,1076,42035,India,4,6,2025,15,2765,15,Accessories,West,Sunday,1,Store,Card,1061
102296,2506,Monitor,3,3083,73268,India,4,6,2025,16,15120,15,Accessories,South,Sunday,0,Online,Upi,9234
102297,5420,Phone,1,1313,64880,Uk,4,6,2025,17,8905,10,Accessories,West,Sunday,0,Store,Card,1303
102298,2997,Phone,5,3204,13457,Uk,4,6,2025,18,2919,15,Accessories,West,Sunday,0,Online,Upi,16005
102299,9036,Monitor,7,644,10838,Usa,4,6,2025,19,8850,0,Electronics,West,Sunday,0,Online,Cash,4508
102300,3406,Monitor,6,3515,66662,India,4,6,2025,20,8808,5,Electronics,West,Sunday,0,Store,Upi,21085
102301,2295,Phone,2,1225,56365,India,4,6,2025,21,5000,0,Accessories,South,Sunday,0,Store,Card,2450
102302,6128,Mouse,4,2664,13927,Uk,4,6,2025,22,4410,0,Accessories,West,Sunday,0,Online,Upi,10656
102303,8910,Monitor,2,672,97807,India,4,6,2025,23,2371,15,Accessories,East,Sunday,0,Store,Cash,1329
102304,9240,Laptop,4,4854,31468,Germany,4,7,2025,0,16888,5,Electronics,North,Monday,0,Store,Cash,19411
102305,1864,Mouse,3,1950,87259,Germany,4,7,2025,1,707,10,Electronics,West,Monday,0,Store,Card,5840
102306,3932,Phone,7,3063,20508,Usa,4,7,2025,2,10407,0,Electronics,East,Monday,0,Store,Cash,21441
102307,2381,Mouse,7,2482,30922,Usa,4,7,2025,3,867,0,Electronics,East,Monday,0,Online,Upi,17374
102308,3770,Phone,8,3016,57598,Usa,4,7,2025,4,16179,0,Electronics,North,Monday,0,Store,Card,24128
102309,5804,Keyboard,2,2330,57525,Uk,4,7,2025,5,8273,5,Electronics,West,Monday,0,Store,Cash,4655
102310,3524,Mouse,1,458,64336,Germany,4,7,2025,6,19634,10,Electronics,West,Monday,0,Store,Card,448
